,Buildings,Dynamic Cars,Dynamic Pedestrians,Inside Car,Nature,Roads,Static Cars,Static Pedestrians,Street Objects,Traffic Lights,Traffic Signs
44985a0d728d4c80a65e3bdc578170cc,18.645000000000003,0.0,0.5940000000000001,14.289,1.089,4.0920000000000005,0.0,0.0,0.5940000000000001,4.158,2.937
70c3cb4970ce40ed92663baab86ad548,0.6930000000000001,0.0,0.0,50.853,0.0,12.110999999999999,0.0,0.0,0.8250000000000001,3.366,0.0
ce47df1a14634d5a9ad255752e34987e,19.337999999999997,0.297,0.528,11.187000000000001,13.596,1.254,0.0,0.396,3.1350000000000002,6.963,0.297
71f109d8e3094b51ac1cef18b3c5d245,7.919999999999999,0.825,0.6930000000000001,30.888,1.4520000000000002,15.113999999999999,0.0,0.0,2.079,7.953,0.0
99611b5510674914bd9d5453b07d3445,28.544999999999998,1.056,0.0,2.871,6.006,0.0,0.0,0.0,0.627,15.081,0.0
0dbf4d043ef541d2968de40b90651485,31.548000000000002,0.396,0.0,6.2700000000000005,3.036,0.495,0.0,0.0,4.026000000000001,9.569999999999999,0.0
ff5b78c445774988ac486f3213cfd370,0.297,0.0,0.0,29.369999999999997,0.0,25.575,0.0,0.0,0.6930000000000001,4.0920000000000005,0.0
7e2ea1c3aa1d47f2a3e900c2eb244746,0.264,0.0,0.0,6.237,0.0,65.24100000000001,0.0,0.0,0.0,9.174,0.0
a554a9489a6e4ad4987e76a576c69faa,12.176999999999998,1.65,5.28,0.33,5.115,7.227,0.66,0.627,10.032000000000002,10.197000000000001,0.891
ee6b2a93d2214743b1591c512ab01978,30.920999999999996,0.0,0.0,3.333,5.577,1.089,0.0,0.0,1.353,10.626000000000001,0.6599999999999999
c9590d7ce1aa41a3a32c00d87246e368,0.0,0.429,0.8580000000000001,18.183,0.0,39.336000000000006,0.0,0.0,0.0,4.95,0.33
7c833038c7364410bffe6c9cca9901a8,36.56399999999999,0.0,0.528,2.376,5.775000000000001,0.363,0.0,0.0,1.221,9.636000000000001,0.0
276b6d88475c4fadb6825068c0a04849,0.0,0.0,0.264,16.698,1.65,44.979000000000006,0.0,0.0,1.254,6.6000000000000005,0.0
f3dcaab7134d45c9b1903776d09ec861,40.722,0.0,0.0,8.25,2.4090000000000003,1.452,0.0,0.0,1.155,7.656000000000001,0.0
cc55c20689b14463a15708e93860a8a8,9.999,0.495,3.4979999999999998,0.0,5.643000000000001,19.436999999999998,0.0,0.264,8.217,9.999,0.363
c9e42e46c0bb4dd484968862cc0e979e,0.264,0.0,0.0,44.88,0.924,17.424000000000003,0.0,0.297,0.429,3.795,0.0
c5c506d6aed444809c64028f2963f719,27.852,0.0,0.0,9.669,4.686,0.0,0.0,0.0,2.4090000000000003,6.171,0.726
